"P6040";"P6020";"P6175";"P1158S1";"DIA_REFERENCIA_2";"P1161S1A1";"P1161S1A2"
"17960";5;"Femenino";"Público";"Preescolar";"Jueves";0;15
"17961";30;"Masculino";"Privado";"Maestría";"Festivo";1;0
"17962";12;"Femenino";"Público";"Secundaria o Media";"Domingo";5;30
"17963";10;"Masculino";"Público";"Primaria";"Domingo";5;0
"17964";7;"Masculino";"Privado";"Primaria";"Domingo";2;0
"17965";16;"Masculino";"Privado";"Secundaria o Media";"Martes";2;0
"17966";9;"Masculino";"Público";"Primaria";"Martes";0;40
"17967";7;"Femenino";"Privado";"Primaria";"Miércoles";1;0
"17968";19;"Masculino";"Privado";"Universitario";"Miércoles";1;30
"17969";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"17970";11;"Femenino";"Público";"Secundaria o Media";"Miércoles";3;0
"17971";9;"Masculino";"Público";"Primaria";"Miércoles";1;0
"17972";7;"Femenino";"Público";"Primaria";"Miércoles";2;0
"17973";7;"Masculino";"Público";"Primaria";"Jueves";2;0
"17974";8;"Masculino";"Público";"Primaria";"Jueves";2;0
"17975";7;"Masculino";"Privado";"Primaria";"Jueves";2;0
"17976";6;"Femenino";"Público";"Primaria";"Sábado";3;0
"17977";6;"Masculino";"Público";"Primaria";"Sábado";3;0
"17978";9;"Masculino";"Público";"Primaria";"Sábado";2;0
"17979";25;"Femenino";"Público";"Universitario";"Miércoles";2;0
"17980";22;"Femenino";"Privado";"Universitario";"Jueves";3;0
"17981";19;"Masculino";"Público";"Universitario";"Viernes";0;30
"17982";6;"Masculino";"Público";"Primaria";"Viernes";1;30
"17983";6;"Masculino";"Público";"Primaria";"Martes";2;0
"17984";5;"Femenino";"Público";"Preescolar";"Martes";1;0
"17985";13;"Femenino";"Privado";"Secundaria o Media";"Martes";1;0
"17986";13;"Femenino";"Privado";"Secundaria o Media";"Festivo";1;0
"17987";11;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"17988";11;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"17989";15;"Femenino";"Privado";"Secundaria o Media";"Viernes";2;0
"17990";12;"Masculino";"Privado";"Secundaria o Media";"Sábado";3;0
"17991";9;"Masculino";"Privado";"Primaria";"Sábado";2;0
"17992";24;"Femenino";"Privado";"Universitario";"Martes";2;0
"17993";20;"Masculino";"Público";"Universitario";"Martes";2;0
"17994";22;"Femenino";"Privado";"Universitario";"Festivo";4;0
"17995";14;"Masculino";"Público";"Secundaria o Media";"Sábado";4;0
"17996";15;"Femenino";"Privado";"Secundaria o Media";"Viernes";3;0
"17997";15;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"17998";12;"Masculino";"Privado";"Secundaria o Media";"Viernes";2;30
"17999";19;"Femenino";"Público";"Universitario";"Sábado";3;0
"18000";15;"Masculino";"Público";"Secundaria o Media";"Sábado";1;0
"18001";17;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"18002";10;"Femenino";"Público";"Primaria";"Viernes";2;0
"18003";12;"Masculino";"Público";"Primaria";"Martes";2;0
"18004";11;"Femenino";"Público";"Primaria";"Martes";2;0
"18005";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";4;0
"18006";16;"Femenino";"Público";"Secundaria o Media";"Sábado";2;0
"18007";32;"Masculino";"Privado";"Especialización";"Viernes";3;0
"18008";9;"Masculino";"Público";"Primaria";"Jueves";1;0
"18009";7;"Femenino";"Privado";"Primaria";"Martes";1;0
"18010";13;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18011";6;"Femenino";"Público";"Primaria";"Viernes";0;30
"18012";18;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18013";17;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18014";9;"Femenino";"Público";"Primaria";"Miércoles";0;30
"18015";12;"Masculino";"Público";"Secundaria o Media";"Festivo";2;0
"18016";13;"Masculino";"Público";"Secundaria o Media";"Sábado";1;30
"18017";22;"Femenino";"Público";"Técnico";"Martes";1;30
"18018";20;"Femenino";"Público";"Técnico";"Martes";1;0
"18019";9;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18020";9;"Masculino";"Público";"Primaria";"Jueves";1;0
"18021";6;"Femenino";"Público";"Preescolar";"Jueves";1;0
"18022";20;"Masculino";"Público";"Técnico";"Jueves";3;0
"18023";12;"Femenino";"Privado";"Secundaria o Media";"Festivo";0;30
"18024";30;"Masculino";"Privado";"Técnico";"Domingo";0;30
"18025";19;"Masculino";"Público";"Universitario";"Jueves";2;0
"18026";11;"Femenino";"Público";"Secundaria o Media";"Festivo";3;0
"18027";10;"Masculino";"Público";"Primaria";"Festivo";3;0
"18028";14;"Femenino";"Privado";"Secundaria o Media";"Jueves";1;0
"18029";12;"Masculino";"Público";"Secundaria o Media";"Domingo";0;30
"18030";19;"Femenino";"Público";"Técnico";"Domingo";1;30
"18031";14;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"18032";17;"Masculino";"Público";"Tecnológico";"Lunes";3;0
"18033";14;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"18034";9;"Masculino";"Público";"Primaria";"Jueves";1;0
"18035";24;"Femenino";"Público";"Universitario";"Viernes";4;0
"18036";8;"Femenino";"Privado";"Primaria";"Miércoles";2;0
"18037";25;"Masculino";"Privado";"Universitario";"Sábado";2;0
"18038";21;"Femenino";"Privado";"Técnico";"Domingo";4;0
"18039";12;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18040";11;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18041";14;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18042";13;"Femenino";"Público";"Secundaria o Media";"Lunes";4;0
"18043";7;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18044";5;"Femenino";"Público";"Preescolar";"Viernes";2;0
"18045";6;"Femenino";"Público";"Primaria";"Jueves";1;0
"18046";12;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"18047";10;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18048";5;"Masculino";"Público";"Preescolar";"Sábado";0;20
"18049";8;"Masculino";"Privado";"Primaria";"Domingo";1;0
"18050";6;"Femenino";"Privado";"Primaria";"Viernes";1;0
"18051";20;"Femenino";"Público";"Técnico";"Domingo";1;30
"18052";16;"Femenino";"Público";"Secundaria o Media";"Domingo";1;30
"18053";6;"Masculino";"Público";"Primaria";"Domingo";0;15
"18054";13;"Femenino";"Público";"Secundaria o Media";"Viernes";4;0
"18055";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"18056";6;"Femenino";"Público";"Primaria";"Jueves";1;30
"18057";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"18058";11;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"18059";11;"Masculino";"Público";"Secundaria o Media";"Jueves";3;0
"18060";37;"Femenino";"Público";"Universitario";"Miércoles";6;0
"18061";10;"Masculino";"Público";"Primaria";"Sábado";1;0
"18062";10;"Femenino";"Público";"Primaria";"Jueves";4;0
"18063";11;"Masculino";"Público";"Primaria";"Jueves";5;0
"18064";16;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"18065";13;"Femenino";"Público";"Secundaria o Media";"Viernes";3;30
"18066";38;"Masculino";"Privado";"Especialización";"Martes";2;0
"18067";15;"Masculino";"Privado";"Secundaria o Media";"Martes";2;0
"18068";12;"Masculino";"Privado";"Secundaria o Media";"Martes";2;0
"18069";12;"Femenino";"Privado";"Secundaria o Media";"Viernes";2;0
"18070";13;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18071";8;"Femenino";"Público";"Primaria";"Lunes";1;0
"18072";14;"Masculino";"Privado";"Secundaria o Media";"Martes";2;0
"18073";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"18074";11;"Femenino";"Público";"Secundaria o Media";"Sábado";2;0
"18075";18;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"18076";13;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18077";12;"Masculino";"Público";"Primaria";"Viernes";2;0
"18078";11;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"18079";23;"Femenino";"Público";"Secundaria o Media";"Sábado";3;0
"18080";22;"Femenino";"Privado";"Universitario";"Jueves";3;0
"18081";16;"Femenino";"Público";"Secundaria o Media";"Jueves";0;30
"18082";23;"Femenino";"Privado";"Universitario";"Sábado";3;30
"18083";20;"Masculino";"Privado";"Universitario";"Sábado";1;30
"18084";8;"Femenino";"Público";"Primaria";"Viernes";1;0
"18085";17;"Masculino";"Privado";"Secundaria o Media";"Domingo";2;0
"18086";6;"Masculino";"Privado";"Primaria";"Domingo";1;0
"18087";10;"Masculino";"Público";"Primaria";"Jueves";0;40
"18088";8;"Masculino";"Público";"Primaria";"Jueves";1;30
"18089";8;"Masculino";"Público";"Primaria";"Jueves";1;0
"18090";11;"Masculino";"Público";"Primaria";"Jueves";2;0
"18091";12;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18092";6;"Masculino";"Público";"Preescolar";"Jueves";1;0
"18093";10;"Femenino";"Público";"Primaria";"Viernes";2;0
"18094";7;"Masculino";"Público";"Primaria";"Viernes";2;0
"18095";15;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"18096";8;"Masculino";"Público";"Primaria";"Domingo";1;30
"18097";14;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18098";9;"Masculino";"Público";"Primaria";"Domingo";0;30
"18099";10;"Femenino";"Público";"Primaria";"Domingo";3;0
"18100";12;"Femenino";"Privado";"Secundaria o Media";"Domingo";1;0
"18101";16;"Femenino";"Público";"Secundaria o Media";"Lunes";3;0
"18102";28;"Masculino";"Público";"Maestría";"Miércoles";2;0
"18103";14;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"18104";9;"Masculino";"Público";"Primaria";"Miércoles";2;0
"18105";11;"Femenino";"Privado";"Primaria";"Miércoles";2;0
"18106";5;"Femenino";"Privado";"Preescolar";"Miércoles";2;0
"18107";5;"Masculino";"Público";"Primaria";"Miércoles";4;0
"18108";33;"Femenino";"Privado";"Universitario";"Viernes";5;0
"18109";9;"Masculino";"Público";"Primaria";"Domingo";4;0
"18110";8;"Masculino";"Público";"Primaria";"Domingo";4;0
"18111";12;"Femenino";"Privado";"Secundaria o Media";"Lunes";0;20
"18112";6;"Femenino";"Privado";"Preescolar";"Lunes";0;20
"18113";5;"Masculino";"Público";"Preescolar";"Jueves";1;30
"18114";16;"Femenino";"Privado";"Secundaria o Media";"Viernes";1;0
"18115";6;"Masculino";"Público";"Primaria";"Viernes";2;0
"18116";22;"Masculino";"Público";"Técnico";"Viernes";1;0
"18117";11;"Masculino";"Público";"Primaria";"Viernes";2;0
"18118";7;"Femenino";"Público";"Primaria";"Viernes";1;0
"18119";14;"Femenino";"Privado";"Secundaria o Media";"Jueves";3;0
"18120";12;"Masculino";"Público";"Primaria";"Jueves";2;0
"18121";13;"Masculino";"Público";"Secundaria o Media";"Martes";3;0
"18122";16;"Femenino";"Público";"Secundaria o Media";"Martes";3;0
"18123";13;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"18124";9;"Femenino";"Público";"Primaria";"Viernes";2;0
"18125";7;"Masculino";"Público";"Primaria";"Lunes";2;0
"18126";8;"Femenino";"Público";"Primaria";"Lunes";2;0
"18127";16;"Masculino";"Público";"Secundaria o Media";"Jueves";0;30
"18128";12;"Femenino";"Público";"Secundaria o Media";"Jueves";1;30
"18129";15;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"18130";8;"Femenino";"Público";"Primaria";"Sábado";0;30
"18131";11;"Femenino";"Público";"Secundaria o Media";"Jueves";1;30
"18132";6;"Femenino";"Público";"Primaria";"Jueves";1;30
"18133";42;"Masculino";"Público";"Universitario";"Martes";4;0
"18134";12;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18135";11;"Masculino";"Privado";"Primaria";"Martes";3;0
"18136";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";3;0
"18137";10;"Masculino";"Público";"Primaria";"Domingo";1;0
"18138";15;"Femenino";"Público";"Secundaria o Media";"Lunes";0;30
"18139";9;"Femenino";"Público";"Primaria";"Lunes";0;30
"18140";8;"Femenino";"Público";"Primaria";"Viernes";1;0
"18141";16;"Femenino";"Privado";"Secundaria o Media";"Jueves";4;0
"18142";14;"Femenino";"Privado";"Secundaria o Media";"Martes";0;5
"18143";13;"Masculino";"Público";"Secundaria o Media";"Viernes";6;0
"18144";12;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18145";10;"Femenino";"Público";"Secundaria o Media";"Festivo";4;0
"18146";12;"Femenino";"Público";"Primaria";"Jueves";1;0
"18147";10;"Masculino";"Público";"Primaria";"Jueves";2;0
"18148";5;"Masculino";"Público";"Preescolar";"Jueves";1;0
"18149";5;"Femenino";"Público";"Preescolar";"Jueves";1;30
"18150";10;"Masculino";"Público";"Primaria";"Miércoles";1;30
"18151";17;"Femenino";"Público";"Universitario";"Miércoles";1;0
"18152";9;"Femenino";"Público";"Primaria";"Martes";1;0
"18153";6;"Femenino";"Público";"Primaria";"Martes";1;0
"18154";8;"Masculino";"Público";"Primaria";"Martes";1;0
"18155";19;"Masculino";"Público";"Técnico";"Martes";1;0
"18156";22;"Masculino";"Público";"Universitario";"Domingo";2;0
"18157";19;"Femenino";"Privado";"Universitario";"Domingo";2;0
"18158";15;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18159";21;"Femenino";"Privado";"Universitario";"Lunes";3;0
"18160";18;"Femenino";"Privado";"Universitario";"Lunes";3;0
"18161";5;"Femenino";"Público";"Preescolar";"Martes";3;0
"18162";20;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"18163";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";3;0
"18164";6;"Femenino";"Público";"Primaria";"Jueves";1;0
"18165";11;"Masculino";"Privado";"Primaria";"Jueves";0;45
"18166";11;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"18167";5;"Femenino";"Privado";"Preescolar";"Viernes";1;0
"18168";15;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18169";17;"Masculino";"Privado";"Secundaria o Media";"Viernes";1;0
"18170";8;"Femenino";"Privado";"Primaria";"Festivo";1;0
"18171";8;"Masculino";"Público";"Primaria";"Festivo";0;30
"18172";30;"Femenino";"Privado";"Universitario";"Miércoles";3;0
"18173";9;"Femenino";"Privado";"Primaria";"Miércoles";1;0
"18174";12;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18175";7;"Femenino";"Privado";"Primaria";"Jueves";0;30
"18176";20;"Masculino";"Público";"Universitario";"Domingo";1;0
"18177";9;"Masculino";"Público";"Primaria";"Miércoles";3;0
"18178";10;"Masculino";"Público";"Primaria";"Viernes";1;0
"18179";17;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"18180";16;"Femenino";"Público";"Secundaria o Media";"Miércoles";3;0
"18181";17;"Femenino";"Público";"Secundaria o Media";"Jueves";4;0
"18182";13;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18183";11;"Masculino";"Público";"Primaria";"Jueves";2;0
"18184";5;"Masculino";"Público";"Preescolar";"Viernes";2;0
"18185";13;"Femenino";"Público";"Secundaria o Media";"Festivo";3;0
"18186";30;"Masculino";"Privado";"Universitario";"Lunes";3;0
"18187";20;"Masculino";"Público";"Técnico";"Jueves";2;0
"18188";18;"Femenino";"Público";"Técnico";"Jueves";3;0
"18189";7;"Masculino";"Privado";"Primaria";"Jueves";1;0
"18190";18;"Femenino";"Privado";"Técnico";"Jueves";3;0
"18191";12;"Femenino";"Privado";"Primaria";"Jueves";2;0
"18192";16;"Femenino";"Público";"Secundaria o Media";"Jueves";3;0
"18193";12;"Femenino";"Público";"Secundaria o Media";"Jueves";0;30
"18194";13;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"18195";13;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18196";11;"Masculino";"Público";"Secundaria o Media";"Domingo";0;30
"18197";32;"Femenino";"Público";"Secundaria o Media";"Domingo";0;30
"18198";15;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18199";12;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"18200";8;"Masculino";"Público";"Primaria";"Domingo";1;0
"18201";5;"Masculino";"Público";"Primaria";"Jueves";1;0
"18202";10;"Femenino";"Público";"Primaria";"Miércoles";4;0
"18203";12;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"18204";14;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"18205";16;"Femenino";"Público";"Secundaria o Media";"Jueves";2;30
"18206";15;"Femenino";"Público";"Secundaria o Media";"Jueves";4;0
"18207";8;"Femenino";"Público";"Primaria";"Jueves";3;0
"18208";14;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"18209";12;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"18210";16;"Masculino";"Público";"Secundaria o Media";"Martes";3;0
"18211";13;"Femenino";"Público";"Secundaria o Media";"Martes";0;20
"18212";6;"Femenino";"Privado";"Primaria";"Lunes";5;0
"18213";6;"Femenino";"Público";"Primaria";"Domingo";1;0
"18214";16;"Femenino";"Público";"Secundaria o Media";"Festivo";1;0
"18215";13;"Femenino";"Público";"Secundaria o Media";"Festivo";1;0
"18216";13;"Masculino";"Privado";"Secundaria o Media";"Miércoles";2;0
"18217";13;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18218";13;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"18219";9;"Femenino";"Privado";"Primaria";"Viernes";1;0
"18220";13;"Masculino";"Público";"Secundaria o Media";"Festivo";2;0
"18221";13;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18222";8;"Femenino";"Público";"Primaria";"Domingo";3;0
"18223";13;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18224";7;"Femenino";"Público";"Primaria";"Domingo";1;0
"18225";6;"Masculino";"Público";"Preescolar";"Domingo";1;0
"18226";14;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18227";7;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18228";15;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18229";12;"Femenino";"Privado";"Secundaria o Media";"Miércoles";2;0
"18230";16;"Masculino";"Público";"Secundaria o Media";"Domingo";4;0
"18231";16;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18232";13;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"18233";8;"Masculino";"Público";"Primaria";"Lunes";2;0
"18234";10;"Femenino";"Privado";"Primaria";"Lunes";1;0
"18235";22;"Femenino";"Público";"Técnico";"Lunes";5;0
"18236";13;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"18237";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"18238";10;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18239";13;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18240";11;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"18241";8;"Femenino";"Privado";"Primaria";"Festivo";1;0
"18242";14;"Femenino";"Privado";"Secundaria o Media";"Lunes";4;0
"18243";8;"Femenino";"Privado";"Primaria";"Lunes";2;0
"18244";12;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18245";9;"Femenino";"Público";"Primaria";"Martes";3;0
"18246";26;"Femenino";"Privado";"Maestría";"Miércoles";3;0
"18247";23;"Masculino";"Privado";"Universitario";"Miércoles";2;0
"18248";8;"Masculino";"Privado";"Primaria";"Miércoles";2;30
"18249";13;"Masculino";"Público";"Secundaria o Media";"Festivo";2;0
"18250";11;"Femenino";"Privado";"Secundaria o Media";"Domingo";1;30
"18251";24;"Masculino";"Privado";"Técnico";"Domingo";3;0
"18252";15;"Masculino";"Privado";"Secundaria o Media";"Martes";1;0
"18253";14;"Femenino";"Privado";"Secundaria o Media";"Martes";2;0
"18254";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";3;0
"18255";10;"Femenino";"Público";"Primaria";"Miércoles";3;0
"18256";17;"Femenino";"Público";"Técnico";"Miércoles";5;30
"18257";12;"Femenino";"Privado";"Secundaria o Media";"Lunes";4;0
"18258";8;"Femenino";"Privado";"Primaria";"Lunes";1;30
"18259";5;"Femenino";"Privado";"Preescolar";"Lunes";1;30
"18260";16;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"18261";11;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"18262";9;"Femenino";"Público";"Primaria";"Martes";2;0
"18263";5;"Femenino";"Público";"Preescolar";"Martes";0;30
"18264";13;"Femenino";"Público";"Secundaria o Media";"Miércoles";3;0
"18265";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"18266";7;"Masculino";"Público";"Primaria";"Jueves";1;0
"18267";5;"Femenino";"Público";"Preescolar";"Jueves";1;0
"18268";10;"Femenino";"Privado";"Primaria";"Domingo";1;0
"18269";12;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"18270";6;"Masculino";"Público";"Preescolar";"Jueves";1;0
"18271";30;"Femenino";"Privado";"Universitario";"Lunes";1;0
"18272";5;"Femenino";"Privado";"Preescolar";"Lunes";1;0
"18273";10;"Masculino";"Público";"Primaria";"Jueves";1;0
"18274";9;"Femenino";"Privado";"Primaria";"Viernes";2;0
"18275";15;"Femenino";"Privado";"Secundaria o Media";"Martes";2;0
"18276";21;"Femenino";"Público";"Universitario";"Miércoles";2;30
"18277";13;"Femenino";"Público";"Secundaria o Media";"Martes";0;30
"18278";7;"Masculino";"Público";"Primaria";"Martes";0;30
"18279";12;"Femenino";"Público";"Primaria";"Martes";2;0
"18280";18;"Femenino";"Privado";"Secundaria o Media";"Martes";1;0
"18281";11;"Femenino";"Público";"Secundaria o Media";"Lunes";4;0
"18282";14;"Femenino";"Público";"Secundaria o Media";"Lunes";1;30
"18283";6;"Masculino";"Público";"Primaria";"Viernes";2;0
"18284";21;"Femenino";"Privado";"Universitario";"Festivo";4;0
"18285";19;"Masculino";"Público";"Universitario";"Viernes";1;0
"18286";48;"Masculino";"Privado";"Especialización";"Jueves";2;0
"18287";12;"Masculino";"Privado";"Secundaria o Media";"Viernes";6;0
"18288";9;"Femenino";"Privado";"Secundaria o Media";"Viernes";4;0
"18289";8;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18290";6;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18291";27;"Femenino";"Privado";"Especialización";"Viernes";5;0
"18292";10;"Femenino";"Privado";"Primaria";"Viernes";1;0
"18293";8;"Femenino";"Público";"Primaria";"Viernes";2;0
"18294";17;"Masculino";"Público";"Secundaria o Media";"Martes";3;0
"18295";11;"Masculino";"Privado";"Secundaria o Media";"Martes";3;0
"18296";8;"Masculino";"Público";"Primaria";"Martes";2;0
"18297";19;"Masculino";"Privado";"Universitario";"Martes";2;0
"18298";17;"Femenino";"Público";"Secundaria o Media";"Martes";3;0
"18299";14;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18300";9;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18301";14;"Femenino";"Público";"Secundaria o Media";"Viernes";4;0
"18302";12;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"18303";22;"Masculino";"Privado";"Universitario";"Festivo";4;0
"18304";6;"Masculino";"Privado";"Primaria";"Martes";1;30
"18305";6;"Femenino";"Privado";"Primaria";"Miércoles";1;30
"18306";13;"Masculino";"Público";"Secundaria o Media";"Festivo";1;0
"18307";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"18308";15;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"18309";14;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"18310";12;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18311";13;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"18312";17;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18313";7;"Femenino";"Público";"Primaria";"Lunes";1;0
"18314";8;"Femenino";"Público";"Primaria";"Lunes";1;0
"18315";23;"Masculino";"Público";"Técnico";"Lunes";0;40
"18316";7;"Masculino";"Público";"Primaria";"Martes";0;40
"18317";5;"Masculino";"Público";"Preescolar";"Martes";1;0
"18318";14;"Masculino";"Público";"Secundaria o Media";"Martes";0;45
"18319";13;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;30
"18320";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"18321";10;"Femenino";"Público";"Primaria";"Viernes";1;0
"18322";9;"Femenino";"Público";"Primaria";"Festivo";2;0
"18323";8;"Femenino";"Público";"Primaria";"Festivo";1;0
"18324";11;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;20
"18325";9;"Masculino";"Público";"Primaria";"Jueves";0;30
"18326";7;"Masculino";"Público";"Primaria";"Jueves";0;20
"18327";23;"Femenino";"Privado";"Tecnológico";"Viernes";2;0
"18328";23;"Femenino";"Público";"Tecnológico";"Viernes";1;30
"18329";16;"Masculino";"Público";"Secundaria o Media";"Festivo";0;30
"18330";8;"Femenino";"Público";"Primaria";"Domingo";2;0
"18331";18;"Femenino";"Público";"Tecnológico";"Domingo";2;0
"18332";40;"Femenino";"Público";"Técnico";"Lunes";0;30
"18333";7;"Masculino";"Privado";"Primaria";"Lunes";2;0
"18334";32;"Femenino";"Privado";"Técnico";"Domingo";2;0
"18335";10;"Masculino";"Público";"Primaria";"Lunes";0;30
"18336";8;"Masculino";"Público";"Primaria";"Lunes";0;30
"18337";6;"Femenino";"Público";"Primaria";"Lunes";0;30
"18338";10;"Femenino";"Público";"Primaria";"Martes";1;0
"18339";7;"Masculino";"Público";"Primaria";"Martes";0;30
"18340";12;"Masculino";"Público";"Primaria";"Miércoles";2;0
"18341";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"18342";7;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18343";11;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"18344";9;"Femenino";"Público";"Primaria";"Sábado";1;0
"18345";11;"Femenino";"Público";"Secundaria o Media";"Lunes";4;0
"18346";6;"Femenino";"Público";"Preescolar";"Lunes";0;30
"18347";11;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18348";6;"Masculino";"Público";"Primaria";"Martes";1;0
"18349";11;"Masculino";"Público";"Primaria";"Festivo";2;0
"18350";5;"Femenino";"Público";"Preescolar";"Lunes";0;30
"18351";17;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18352";7;"Masculino";"Público";"Primaria";"Martes";1;0
"18353";9;"Masculino";"Público";"Primaria";"Martes";2;0
"18354";9;"Femenino";"Público";"Primaria";"Miércoles";2;0
"18355";8;"Masculino";"Público";"Primaria";"Miércoles";2;0
"18356";9;"Femenino";"Público";"Primaria";"Jueves";2;0
"18357";20;"Masculino";"Privado";"Técnico";"Domingo";2;0
"18358";16;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"18359";9;"Femenino";"Público";"Primaria";"Martes";2;0
"18360";8;"Masculino";"Público";"Primaria";"Jueves";2;0
"18361";14;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"18362";12;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18363";14;"Masculino";"Público";"Secundaria o Media";"Lunes";3;0
"18364";13;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"18365";9;"Masculino";"Público";"Primaria";"Lunes";2;0
"18366";10;"Femenino";"Público";"Primaria";"Martes";2;0
"18367";8;"Masculino";"Público";"Primaria";"Martes";2;0
"18368";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
